quote,author,tags
"lifeshouldnotbeajourneytothegravewiththeintentionofarrivingsafelyinaprettyandwellpreservedbody,butrathertoskidinbroadsideinacloudofsmoke,thoroughlyusedup,totallywornout,andloudlyproclaimingwowwhataride","Hunter S. Thompson,","['adventure', 'death', 'life']"
"manyboyswillbringyouflowers.butsomedayyoullmeetaboywhowilllearnyourfavoriteflower,yourfavoritesong,yourfavoritesweet.andevenifheistoopoortogiveyouanyofthem,itwontmatterbecausehewillhavetakenthetimetoknowyouasnooneelsedoes.onlythatboyearnsyourheart.","Leigh Bardugo,","['leigh-bardugo', 'six-of-crows']"
"youcannotcontrolthebehaviorofothers,butyoucanalwayschoosehowyourespondtoit.","Roy T. Bennett,","['choices', 'choose', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
wariswhathappenswhenlanguagefails.,Margaret Atwood,['war']
iwillnotsaydonotweepfornotalltearsareanevil.,"J.R.R. Tolkien,","['gandalf', 'grief']"
letnomanpullyousolowastohatehim.,"Martin Luther King Jr.,","['hatred', 'wisdom']"
"youknow,minister,idisagreewithdumbledoreonmanycounts...butyoucannotdenyhesgotstyle...","J.K. Rowling,","['dumbledore', 'fudge', 'minister', 'style']"
togowronginonesownwayisbetterthantogorightinsomeoneelses.,"Fyodor Dostoevsky,","['independent-thought', 'self-determination', 'self-expression']"
"itisgoodtolovemanythings,forthereinliesthetruestrength,andwhosoeverlovesmuchperformsmuch,andcanaccomplishmuch,andwhatisdoneinloveiswelldone.",Vincent Van Gogh,"['art', 'inspiration', 'love', 'strength']"
theworldaswehavecreateditisaprocessofourthinking.itcannotbechangedwithoutchangingourthinking.,Albert Einstein,"['change', 'deep-thoughts', 'thinking', 'world']"
"hemusthaveknownidwanttoleaveyou.no,hemusthaveknownyouwouldalwayswanttocomeback.","J.K. Rowling,","['dumbledore', 'friendship', 'harry-potter', 'ron-weasley']"
"youcanspendminutes,hours,days,weeks,orevenmonthsoveranalyzingasituationtryingtoputthepiecestogether,justifyingwhatcouldve,wouldvehappened...oryoucanjustleavethepiecesonthefloorandmovethefuckon.",Tupac Shakur,['moving-on']
"letusstepintothenightandpursuethatflightytemptress,adventure.","J.K. Rowling,",['adventure']
letusbegratefultothepeoplewhomakeushappytheyarethecharminggardenerswhomakeoursoulsblossom.,Marcel Proust,"['gratitude', 'happiness']"
allgrownupswereoncechildren...butonlyfewofthemrememberit.,"Antoine de Saint-ExupÃ©ry,",['reminding']
"oneofthesilentbrothersisheretoseeyou.hodgesentmetowakeyouup.actuallyheofferedtowakeyouhimself,butsinceits5a.m.,ifiguredyoudbelesscrankyifyouhadsomethingnicetolookat.meaningyouwhatelse","Cassandra Clare,","['clary-fray', 'ego', 'jace-wayland']"
"itsallrighttolovesomeonewhodoesntloveyouback,aslongastheyreworthyoulovingthem.aslongastheydeserveit.","Cassandra Clare,","['clockwork-angel', 'sophie-collins']"
godhasnoreligion.,Mahatma Gandhi,"['god', 'religion']"
idontwanttorepeatmyinnocence.iwantthepleasureoflosingitagain.,"F. Scott Fitzgerald,","['lost-innocence', 'memories']"
"lovedoesnotbeginandendthewayweseemtothinkitdoes.loveisabattle,loveisawarloveisagrowingup.",James A. Baldwin,['love']
"youguessedyoumusthavebeenprettysure,consideringyoucouldhavekilledme.iwasninetypercentsure.isee,clarysaid.theremusthavebeensomethinginhervoice,becauseheturnedtolookather.herhandcrackedacrosshisface,aslapthatrockedhimbackonhisheels.heputhishandsonhischeek,moreinsurprisethanpain.whatthehellwasthatfortheothertenpercent.","Cassandra Clare,","['humor', 'paranormal-romance']"
"thetruthis,unlessyouletgo,unlessyouforgiveyourself,unlessyouforgivethesituation,unlessyourealizethatthesituationisover,youcannotmoveforward.","Steve Maraboli,","['forgiveness', 'inspirational', 'letting-go', 'life', 'motivational', 'moving-forward', 'truth']"
trustyourself.youknowmorethanyouthinkyoudo.,Benjamin Spock,"['parenting', 'philosophy', 'self-assurance']"
itisamazinghowcompleteisthedelusionthatbeautyisgoodness.,"Leo Tolstoy,","['beauty', 'delusion', 'goodness', 'lies', 'self-deception', 'wisdom']"
"dowhatisright,notwhatiseasynorwhatispopular.","Roy T. Bennett,","['inspirational', 'integrity', 'motivational', 'what-is-right']"
"eachfriendrepresentsaworldinus,aworldpossiblynotbornuntiltheyarrive,anditisonlybythismeetingthatanewworldisborn.","Anais Nin,",['friendship']
"withoutdeviationfromthenorm,progressisnotpossible.",Frank Zappa,"['music', 'philosophy', 'progress']"
"cloudscomefloatingintomylife,nolongertocarryrainorusherstorm,buttoaddcolortomysunsetsky.","Rabindranath Tagore,","['aspiration', 'assurance', 'beauty', 'clouds', 'color', 'conviction', 'inspirational', 'maturity', 'sunset']"
"booksaretheplane,andthetrain,andtheroad.theyarethedestination,andthejourney.theyarehome.","Anna Quindlen,","['books', 'journey', 'reading', 'travel']"
"sometimesourlightgoesout,butisblownagainintoinstantflamebyanencounterwithanotherhumanbeing.",Albert Schweitzer,"['inspirational', 'life', 'spiritual', 'uplifting']"
lifehasnomeaning.eachofushasmeaningandwebringittolife.itisawastetobeaskingthequestionwhenyouaretheanswer.,Joseph Campbell,['meaning-of-life']
fearofanameincreasesfearofthethingitself.,"J.K. rowling,",['fear']
howmanyslamsinanoldscreendoordependshowloudyoushutit.howmanyslicesinabreaddependshowthinyoucutit.howmuchgoodinsideadaydependshowgoodyouliveem.howmuchloveinsideafrienddependshowmuchyougiveem.,Shel Silverstein,"['friend', 'friendship', 'good-day', 'how-many', 'how-much', 'life', 'live-well', 'love']"
itisbettertofailinoriginalitythantosucceedinimitation.,Herman Melville,['success']
"whenlifegivesyoulemons,squirtsomeoneintheeye.",Cathy Guiswite,"['eyes', 'funny', 'lemons']"
"thatstheproblemwithdrinking,ithought,asipouredmyselfadrink.ifsomethingbadhappensyoudrinkinanattempttoforgetifsomethinggoodhappensyoudrinkinordertocelebrateandifnothinghappensyoudrinktomakesomethinghappen.","Charles Bukowski,",['alcohol']
"ifyouwanttobehappy,donotdwellinthepast,donotworryaboutthefuture,focusonlivingfullyinthepresent.","Roy T. Bennett,","['focus', 'future', 'happiness', 'happy', 'inspiration', 'inspirational', 'inspirational-quotes', 'letting-go-of-the-past', 'life', 'life-and-living', 'life-quotes', 'live', 'living', 'living-in-the-present', 'living-life', 'living-life-to-the-fullest', 'living-now', 'worry']"
whenloveisnotmadnessitisnotlove.,Pedro Calderon de la Barca,"['love', 'romance']"
"ithink...ifitistruethatthereareasmanymindsasthereareheads,thenthereareasmanykindsofloveastherearehearts.","Leo Tolstoy,","['care', 'diversity', 'heart', 'individuality', 'love', 'mind', 'seduction', 'soul']"
"imhere.iloveyou.idontcareifyouneedtostayupcryingallnightlong,iwillstaywithyou.ifyouneedthemedicationagain,goaheadandtakeitiwillloveyouthroughthat,aswell.ifyoudontneedthemedication,iwillloveyou,too.theresnothingyoucaneverdotolosemylove.iwillprotectyouuntilyoudie,andafteryourdeathiwillstillprotectyou.iamstrongerthandepressionandiambraverthanlonelinessandnothingwilleverexhaustme.","Elizabeth Gilbert,","['comfort', 'healing', 'loneliness']"
"onceyoucanaccepttheuniverseasmatterexpandingintonothingthatissomething,wearingstripeswithplaidcomeseasy.",Einstein,['funny']
"whyaretheyallstaringdemandedalbusasheandrosecranedaroundtolookattheotherstudents.dontletitworryyou,saidron.itsme.imextremelyfamous.","J.K. Rowling,","['albus-potter', 'fame', 'harry-potter', 'humor', 'ron-weasley']"
"icannotrememberthebooksivereadanymorethanthemealsihaveeatenevenso,theyhavemademe.",Ralph Waldo Emerson,"['books', 'reading', 'we-are-what-we-eat', 'we-are-what-we-read', 'you-are-what-you-eat', 'you-are-what-you-read']"
"peoplesaynothingisimpossible,butidonothingeveryday.","A.A. Milne,","['humor', 'idleness', 'inspirational']"
ihatetohearyoutalkaboutallwomenasiftheywerefineladiesinsteadofrationalcreatures.noneofuswanttobeincalmwatersallourlives.,"Jane Austen,","['clichÃ©s', 'double-standards', 'empowerment', 'equality', 'feminism', 'flattery', 'gender', 'hypocrisy', 'independence', 'men', 'misogyny', 'rationality', 'reason', 'self-determination', 'social-norms', 'stereotypes', 'strength', 'women', 'women-s-rights']"
"itismorefuntotalkwithsomeonewhodoesntuselong,difficultwordsbutrathershort,easywordslikewhataboutlunch","A. A. Milne,",['friendship']
itslikeeveryonetellsastoryaboutthemselvesinsidetheirownhead.always.allthetime.thatstorymakesyouwhatyouare.webuildourselvesoutofthatstory.,"Patrick Rothfuss,","['identity', 'self-image', 'sense-of-self', 'stories', 'storytelling']"
therearewoundsthatnevershowonthebodythataredeeperandmorehurtfulthananythingthatbleeds.,"Laurell K. Hamilton,","['depression', 'pain', 'trauma']"
"vanityandpridearedifferentthings,thoughthewordsareoftenusedsynonymously.apersonmaybeproudwithoutbeingvain.priderelatesmoretoouropinionofourselves,vanitytowhatwewouldhaveothersthinkofus.","Jane Austen,","['prejudice', 'pride', 'vanity']"
abravemanacknowledgesthestrengthofothers.,"Veronica Roth,","['bravery', 'recognition', 'strength']"
womenwhoseektobeequalwithmenlackambition.,Timothy Leary,"['ambition', 'equality']"
wordscanbelikexraysifyouusethemproperlytheyllgothroughanything.youreadandyourepierced.,"Aldous Huxley,","['reading', 'words', 'writing']"
"doyouthinkiamanautomatonamachinewithoutfeelingsandcanbeartohavemymorselofbreadsnatchedfrommylips,andmydropoflivingwaterdashedfrommycupdoyouthink,becauseiampoor,obscure,plain,andlittle,iamsoullessandheartlessyouthinkwrongihaveasmuchsoulasyouandfullasmuchheartandifgodhadgiftedmewithsomebeautyandmuchwealth,ishouldhavemadeitashardforyoutoleaveme,asitisnowformetoleaveyou.iamnottalkingtoyounowthroughthemediumofcustom,conventionalities,norevenofmortalfleshitismyspiritthataddressesyourspiritjustasifbothhadpassedthroughthegrave,andwestoodatgodsfeet,equalasweare","Charlotte BrontÃ«,",['chapter-xxiii']
"beginatthebeginning,thekingsaid,verygravely,andgoontillyoucometotheendthenstop.","Lewis Carroll,",['humor']
italwaysshockedmewhenirealizedthatiwasnttheonlypersonintheworldwhothoughtandfeltsuchstrangeandawfulthings.,"John Green,","['john-green', 'looking-for-alaska']"
"canihelpyouwithsomethingclaryturnedinstanttraitoragainsthergender.thosegirlsontheothersideofthecararestaringatyou.jaceassumedanairofmellowgratification.ofcoursetheyare,hesaid,iamstunninglyattractive.","Cassandra Clare,","['city-of-bones', 'clary', 'jace']"
"ifyougohomewithsomebody,andtheydonthavebooks,dontfuckem",John Waters,"['books', 'fuck', 'profanity', 'reading']"
somepeoplehavelivessomepeoplehavemusic.,"John Green,","['humor', 'life', 'music']"
"finnickisay,maybesomepantshelooksdownathislegsasifnoticinghisoutfitforthefirsttime.thenhewhipsoffhishospitalgownleavinghiminjusthisunderwear.whydoyoufindthishestrikesaridiculouslyprovocativeposedistractingilaugh.boggslooksembarrassedandfinnicklooksmoreliketheguyimetatthequarterquell","Suzanne Collins,","['finnick', 'humour', 'hunger-games']"
thejourneyofathousandmilesbeginswithasinglestep.,Lao Tzu,['travel']
"bepatienttowardallthatisunsolvedinyourheartandtrytolovethequestionsthemselves,likelockedroomsandlikebooksthatarenowwritteninaveryforeigntongue.donotnowseektheanswers,whichcannotbegivenyoubecauseyouwouldnotbeabletolivethem.andthepointis,toliveeverything.livethequestionsnow.perhapsyouwillthengradually,withoutnoticingit,livealongsomedistantdayintotheanswer.",Rainer Maria Rilke,"['ambiguity', 'virtue']"
wearenotnecessarilydoubtingthatgodwilldothebestforuswearewonderinghowpainfulthebestwillturnouttobe.,C.S. Lewis,['god']
whatyoumustunderstandaboutmeisthatimadeeplyunhappyperson.,"John Green,","['sadness', 'unhappiness']"
"peoplethinkdreamsarentrealjustbecausetheyarentmadeofmatter,ofparticles.dreamsarereal.buttheyaremadeofviewpoints,ofimages,ofmemoriesandpunsandlosthopes.",Neil Gaiman,"['dreams', 'sandman']"
"tellthetruth,orsomeonewilltellitforyou.","Stephanie Klein,","['humor', 'life', 'memoir', 'truth']"
"ifyoulikeher,ifshemakesyouhappy,andifyoufeellikeyouknowherthendontlethergo.","Nicholas Sparks,",['love']
"ratherthanlove,thanmoney,thanfame,givemetruth.","Henry David Thoreau,","['truth', 'values']"
"nopersonisyourfriendwhodemandsyoursilence,ordeniesyourrighttogrow.",Alice Walker,"['acceptance', 'friendship']"
weliveforbooks.,Umberto Eco,"['bibliophiles', 'book-lovers', 'books', 'reading']"
"fantasyisescapist,andthatisitsglory.ifasoldierisimprisionedbytheenemy,dontweconsiderithisdutytoescape...ifwevaluethefreedomofmindandsoul,ifwerepartisansofliberty,thenitsourplaindutytoescape,andtotakeasmanypeoplewithusaswecan",J.R.R. Tolkien,"['fantasy', 'literature', 'philosophy']"
"thethingsyoudoforyourselfaregonewhenyouaregone,butthethingsyoudoforothersremainasyourlegacy.",Kalu Ndukwe Kalu,"['hope', 'inspiration', 'inspirational', 'life', 'truth']"
"themostbeautifulpeoplewehaveknownarethosewhohaveknowndefeat,knownsuffering,knownstruggle,knownloss,andhavefoundtheirwayoutofthedepths.thesepersonshaveanappreciation,asensitivity,andanunderstandingoflifethatfillsthemwithcompassion,gentleness,andadeeplovingconcern.beautifulpeopledonotjusthappen.",Elisabeth KÃ¼bler-Ross,"['adversity', 'beauty', 'empathy', 'people', 'understanding']"
"daretobewhenanewdaybegins,daretosmilegratefully.whenthereisdarkness,daretobethefirsttoshinealight.whenthereisinjustice,daretobethefirsttocondemnit.whensomethingseemsdifficult,daretodoitanyway.whenlifeseemstobeatyoudown,daretofightback.whenthereseemstobenohope,daretofindsome.whenyourefeelingtired,daretokeepgoing.whentimesaretough,daretobetougher.whenlovehurtsyou,daretoloveagain.whensomeoneishurting,daretohelpthemheal.whenanotherislost,daretohelpthemfindtheway.whenafriendfalls,daretobethefirsttoextendahand.whenyoucrosspathswithanother,daretomakethemsmile.whenyoufeelgreat,daretohelpsomeoneelsefeelgreattoo.whenthedayhasended,daretofeelasyouvedoneyourbest.daretobethebestyoucanatalltimes,daretobe","Steve Maraboli,","['compassion', 'dare-to-be', 'gratitude', 'inspirational', 'life', 'motivational', 'seize-the-day', 'smile', 'success']"
lifebecomeseasierandmorebeautifulwhenwecanseethegoodinotherpeople.,Roy T. Bennett,"['goodness', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'kindness', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']"
"idsaiditbeforeandmeantitaliveorundead,theloveofmylifewasabadass.","Richelle Mead,","['dimitri', 'humor', 'paranormal-romance', 'rose', 'urban-fantasy', 'vampire', 'young-adult-novels']"
"godwillnotlookyouoverformedals,degreesordiplomasbutforscars.",Elbert Hubbard,"['faith', 'god', 'wisdom']"
"themostpainfulthingislosingyourselfintheprocessoflovingsomeonetoomuch,andforgettingthatyouarespecialtoo.","Ernest Hemingway,","['love', 'pain', 'relationships', 'self']"
"well,itseemstomethatthebestrelationshipstheonesthatlastarefrequentlytheonesthatarerootedinfriendship.youknow,onedayyoulookatthepersonandyouseesomethingmorethanyoudidthenightbefore.likeaswitchhasbeenflickedsomewhere.andthepersonwhowasjustafriendis...suddenlytheonlypersonyoucaneverimagineyourselfwith.",Gillian Anderson,"['friendship', 'love', 'men', 'relationships', 'women']"
"somethingsdontlastforever,butsomethingsdo.likeagoodsong,oragoodbook,oragoodmemoryyoucantakeoutandunfoldinyourdarkesttimes,pressingdownonthecornersandpeeringinclose,hopingyoustillrecognizethepersonyouseethere.","Sarah Dessen,",['forever']
artistheliethatenablesustorealizethetruth.,Pablo Picasso,"['art', 'truth']"
"menalwayssaythatasthedefiningcompliment,donttheyshesacoolgirl.beingthecoolgirlmeansiamahot,brilliant,funnywomanwhoadoresfootball,poker,dirtyjokes,andburping,whoplaysvideogames,drinkscheapbeer,lovesthreesomesandanalsex,andjamshotdogsandhamburgersintohermouthlikesheshostingtheworldsbiggestculinarygangbangwhilesomehowmaintainingasize2,becausecoolgirlsareaboveallhot.hotandunderstanding.coolgirlsnevergetangrytheyonlysmileinachagrined,lovingmannerandlettheirmendowhatevertheywant.goahead,shitonme,idontmind,imthecoolgirl.menactuallythinkthisgirlexists.maybetheyrefooledbecausesomanywomenarewillingtopretendtobethisgirl.foralongtimecoolgirloffendedme.iusedtoseemenfriends,coworkers,strangersgiddyovertheseawfulpretenderwomen,andidwanttositthesemendownandcalmlysayyouarenotdatingawoman,youaredatingawomanwhohaswatchedtoomanymovieswrittenbysociallyawkwardmenwhodliketobelievethatthiskindofwomanexistsandmightkissthem.idwanttograbthepoorguybyhislapelsormessengerbagandsaythebitchdoesntreallylovechilidogsthatmuchnooneloveschilidogsthatmuchandthecoolgirlsareevenmorepathetictheyrenotevenpretendingtobethewomantheywanttobe,theyrepretendingtobethewomanamanwantsthemtobe.oh,andifyourenotacoolgirl,ibegyounottobelievethatyourmandoesntwantthecoolgirl.itmaybeaslightlydifferentversionmaybehesavegetarian,socoolgirllovesseitanandisgreatwithdogsormaybehesahipsterartist,socoolgirlisatattooed,bespectaclednerdwholovescomics.therearevariationstothewindowdressing,butbelieveme,hewantscoolgirl,whoisbasicallythegirlwholikeseveryfuckingthinghelikesanddoesntevercomplain.howdoyouknowyourenotcoolgirlbecausehesaysthingslikeilikestrongwomen.ifhesaysthattoyou,hewillatsomepointfucksomeoneelse.becauseilikestrongwomeniscodeforihatestrongwomen.","Gillian Flynn,",['what-men-really-want']
"thinkleftandthinkrightandthinklowandthinkhigh.oh,thethinksyoucanthinkupifonlyyoutry",Dr. Seuss,"['humor', 'philosophy']"
"donotfeartobeeccentricinopinion,foreveryopinionnowacceptedwasonceeccentric.",Bertrand Russell,"['confidence', 'eccentricity', 'philosophy']"
momsaysitsbecauseshehaspms.doyouevenknowwhatthatmeansimnotalittlekidanymore.itmeanspissedatmensyndrome,"Nicholas Sparks,",['humor']
